iShares Russell 2000 ETF
Fund Holdings as of,"Jan 02, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"299,050,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"MUR","MURPHY OIL CORP","Energy","Equity","110,053,636.92","0.15","110,053,636.92","3,387,308.00","32.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDTX","CIDARA THERAPEUTICS INC","Health Care","Equity","109,444,772.74","0.15","109,444,772.74","495,158.00","221.03","United States","NASDAQ","USD","1.00","USD","-"
"SSRM","SSR MINING INC","Materials","Equity","109,048,037.76","0.15","109,048,037.76","5,067,288.00","21.52","Canada","NASDAQ","USD","1.00","USD","-"
"ASB","ASSOCIATED BANCORP","Financials","Equity","108,918,174.40","0.15","108,918,174.40","4,228,190.00","25.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATMU","ATMUS FILTRATION TECHNOLOGIES INC","Industrials","Equity","108,667,680.15","0.15","108,667,680.15","2,073,415.00","52.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGX","ARGAN INC","Industrials","Equity","108,629,755.56","0.15","108,629,755.56","333,261.00","325.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RUN","SUNRUN INC","Industrials","Equity","107,908,096.32","0.15","107,908,096.32","5,550,828.00","19.44","United States","NASDAQ","USD","1.00","USD","-"
"INDV","INDIVIOR PLC","Health Care","Equity","107,745,637.23","0.15","107,745,637.23","3,015,551.00","35.73","United States","NASDAQ","USD","1.00","USD","-"
"QTWO","Q2 HOLDINGS INC","Information Technology","Equity","107,445,146.76","0.15","107,445,146.76","1,547,532.00","69.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLAB","SILICON LABORATORIES INC","Information Technology","Equity","107,059,743.77","0.15","107,059,743.77","811,489.00","131.93","United States","NASDAQ","USD","1.00","USD","-"
"LAUR","LAUREATE EDUCATION INC","Consumer Discretionary","Equity","106,667,547.08","0.15","106,667,547.08","3,202,268.00","33.31","United States","NASDAQ","USD","1.00","USD","-"
"ITRI","ITRON INC","Information Technology","Equity","106,554,318.99","0.15","106,554,318.99","1,127,917.00","94.47","United States","NASDAQ","USD","1.00","USD","-"
"BTSG","BRIGHTSPRING HEALTH SERVICES INC","Health Care","Equity","106,523,788.80","0.15","106,523,788.80","2,774,057.00","38.40","United States","NASDAQ","USD","1.00","USD","-"
"IRT","INDEPENDENCE REALTY INC TRUST","Real Estate","Equity","105,728,920.00","0.14","105,728,920.00","6,007,325.00","17.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TGTX","TG THERAPEUTICS INC","Health Care","Equity","105,542,863.68","0.14","105,542,863.68","3,604,606.00","29.28","United States","NASDAQ","USD","1.00","USD","-"
"FOLD","AMICUS THERAPEUTICS INC","Health Care","Equity","105,291,451.86","0.14","105,291,451.86","7,378,518.00","14.27","United States","NASDAQ","USD","1.00","USD","-"
"TCBI","TEXAS CAPITAL BANCSHARES INC","Financials","Equity","105,204,475.60","0.14","105,204,475.60","1,147,268.00","91.70","United States","NASDAQ","USD","1.00","USD","-"
"CRNX","CRINETICS PHARMACEUTICALS INC","Health Care","Equity","104,926,046.64","0.14","104,926,046.64","2,245,368.00","46.73","United States","NASDAQ","USD","1.00","USD","-"
"MC","MOELIS CLASS A","Financials","Equity","104,761,557.54","0.14","104,761,557.54","1,470,957.00","71.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEO","AMERICAN EAGLE OUTFITTERS INC","Consumer Discretionary","Equity","104,597,349.88","0.14","104,597,349.88","3,968,033.00","26.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTDR","FRONTDOOR INC","Consumer Discretionary","Equity","104,067,540.64","0.14","104,067,540.64","1,824,466.00","57.04","United States","NASDAQ","USD","1.00","USD","-"
"VSEC","VSE CORP","Industrials","Equity","103,713,045.48","0.14","103,713,045.48","571,989.00","181.32","United States","NASDAQ","USD","1.00","USD","-"
"WK","WORKIVA INC CLASS A","Information Technology","Equity","103,691,010.77","0.14","103,691,010.77","1,249,741.00","82.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNO","CNO FINANCIAL GROUP INC","Financials","Equity","103,606,612.60","0.14","103,606,612.60","2,455,133.00","42.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KNF","KNIFE RIVER CORP","Materials","Equity","103,383,398.02","0.14","103,383,398.02","1,421,273.00","72.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OSIS","OSI SYSTEMS INC","Information Technology","Equity","103,001,806.96","0.14","103,001,806.96","403,012.00","255.58","United States","NASDAQ","USD","1.00","USD","-"
"ADMA","ADMA BIOLOGICS INC","Health Care","Equity","102,962,283.96","0.14","102,962,283.96","5,758,517.00","17.88","United States","NASDAQ","USD","1.00","USD","-"
"EBC","EASTERN BANKSHARES INC","Financials","Equity","102,651,771.42","0.14","102,651,771.42","5,536,773.00","18.54","United States","NASDAQ","USD","1.00","USD","-"
"TMDX","TRANSMEDICS GROUP INC","Health Care","Equity","102,370,450.27","0.14","102,370,450.27","834,383.00","122.69","United States","NASDAQ","USD","1.00","USD","-"
"SKYW","SKYWEST INC","Industrials","Equity","102,272,315.20","0.14","102,272,315.20","1,010,596.00","101.20","United States","NASDAQ","USD","1.00","USD","-"
"KYMR","KYMERA THERAPEUTICS INC","Health Care","Equity","102,099,742.40","0.14","102,099,742.40","1,403,240.00","72.76","United States","NASDAQ","USD","1.00","USD","-"
"PLXS","PLEXUS CORP","Information Technology","Equity","102,100,204.31","0.14","102,100,204.31","670,697.00","152.23","United States","NASDAQ","USD","1.00","USD","-"
"TDS","TELEPHONE AND DATA SYSTEMS INC","Communication","Equity","101,714,798.35","0.14","101,714,798.35","2,477,827.00","41.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MGY","MAGNOLIA OIL GAS CORP CLASS A","Energy","Equity","101,461,029.68","0.14","101,461,029.68","4,513,391.00","22.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BOX","BOX INC CLASS A","Information Technology","Equity","100,589,686.29","0.14","100,589,686.29","3,489,063.00","28.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FFIN","FIRST FINANCIAL BANKSHARES INC","Financials","Equity","100,533,107.42","0.14","100,533,107.42","3,348,871.00","30.02","United States","NASDAQ","USD","1.00","USD","-"
"LTH","LIFE TIME GROUP HOLDINGS INC","Consumer Discretionary","Equity","100,269,178.83","0.14","100,269,178.83","3,756,807.00","26.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VIAV","VIAVI SOLUTIONS INC","Information Technology","Equity","99,952,848.60","0.14","99,952,848.60","5,507,044.00","18.15","United States","NASDAQ","USD","1.00","USD","-"
"NWE","NORTHWESTERN ENERGY GROUP INC","Utilities","Equity","99,847,025.25","0.14","99,847,025.25","1,542,039.00","64.75","United States","NASDAQ","USD","1.00","USD","-"
"NOVT","NOVANTA INC","Information Technology","Equity","99,663,239.04","0.14","99,663,239.04","896,736.00","111.14","United States","NASDAQ","USD","1.00","USD","-"
"EOSE","EOS ENERGY ENTERPRISES INC CLASS A","Industrials","Equity","99,341,289.61","0.14","99,341,289.61","7,659,313.00","12.97","United States","NASDAQ","USD","1.00","USD","-"
"COMM","COMMSCOPE HOLDING INC","Information Technology","Equity","99,178,185.70","0.14","99,178,185.70","5,431,445.00","18.26","United States","NASDAQ","USD","1.00","USD","-"
"SOUN","SOUNDHOUND AI INC CLASS A","Information Technology","Equity","98,870,270.40","0.14","98,870,270.40","9,327,384.00","10.60","United States","NASDAQ","USD","1.00","USD","-"
"PJT","PJT PARTNERS INC CLASS A","Financials","Equity","98,817,067.16","0.13","98,817,067.16","582,854.00","169.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRCY","MERCURY SYSTEMS INC","Industrials","Equity","98,663,142.61","0.13","98,663,142.61","1,297,687.00","76.03","United States","NASDAQ","USD","1.00","USD","-"
"SXT","SENSIENT TECHNOLOGIES CORP","Materials","Equity","97,969,036.80","0.13","97,969,036.80","1,048,470.00","93.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENVA","ENOVA INTERNATIONAL INC","Financials","Equity","97,674,027.00","0.13","97,674,027.00","603,075.00","161.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RIG","TRANSOCEAN LTD","Energy","Equity","97,657,418.40","0.13","97,657,418.40","23,032,410.00","4.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UPST","UPSTART HOLDINGS INC","Financials","Equity","97,207,662.24","0.13","97,207,662.24","2,120,586.00","45.84","United States","NASDAQ","USD","1.00","USD","-"
"MATX","MATSON INC","Industrials","Equity","97,107,154.18","0.13","97,107,154.18","784,958.00","123.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HASI","HA SUSTAINABLE INFRASTRUCTURE CAPI","Financials","Equity","96,767,133.78","0.13","96,767,133.78","3,041,079.00","31.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WULF","TERAWULF INC","Information Technology","Equity","96,267,529.54","0.13","96,267,529.54","7,556,321.00","12.74","United States","NASDAQ","USD","1.00","USD","-"
"PFSI","PENNYMAC FINANCIAL SERVICES INC","Financials","Equity","96,041,095.45","0.13","96,041,095.45","730,295.00","131.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAE","HAEMONETICS CORP","Health Care","Equity","95,756,614.86","0.13","95,756,614.86","1,197,257.00","79.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRM","PERIMETER SOLUTIONS INC","Materials","Equity","95,411,970.15","0.13","95,411,970.15","3,468,265.00","27.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FLG","FLAGSTAR BANK NATIONAL ASSOCIATION","Financials","Equity","95,171,557.05","0.13","95,171,557.05","7,583,391.00","12.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UUUU","ENERGY FUELS INC","Energy","Equity","94,552,781.76","0.13","94,552,781.76","5,668,632.00","16.68","Canada","Nyse Mkt Llc","USD","1.00","USD","-"
"UCB","UNITED COMMUNITY BANKS INC","Financials","Equity","93,537,048.95","0.13","93,537,048.95","2,974,151.00","31.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BTU","PEABODY ENERGY CORP","Energy","Equity","93,447,383.64","0.13","93,447,383.64","3,045,873.00","30.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZETA","ZETA GLOBAL HOLDINGS CORP CLASS A","Information Technology","Equity","93,320,340.19","0.13","93,320,340.19","4,687,109.00","19.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATGE","ADTALEM GLOBAL EDUCATION INC","Consumer Discretionary","Equity","93,217,640.77","0.13","93,217,640.77","892,291.00","104.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SFBS","SERVISFIRST BANCSHARES INC","Financials","Equity","92,723,570.10","0.13","92,723,570.10","1,291,055.00","71.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FELE","FRANKLIN ELECTRIC INC","Industrials","Equity","92,679,717.00","0.13","92,679,717.00","955,461.00","97.00","United States","NASDAQ","USD","1.00","USD","-"
"IBOC","INTERNATIONAL BANCSHARES CORP","Financials","Equity","92,615,442.36","0.13","92,615,442.36","1,385,629.00","66.84","United States","NASDAQ","USD","1.00","USD","-"
"SKT","TANGER INC","Real Estate","Equity","92,580,394.06","0.13","92,580,394.06","2,796,146.00","33.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRNS","VARONIS SYSTEMS INC","Information Technology","Equity","92,479,583.16","0.13","92,479,583.16","2,886,379.00","32.04","United States","NASDAQ","USD","1.00","USD","-"
"MWA","MUELLER WATER PRODUCTS INC SERIES","Industrials","Equity","92,464,850.52","0.13","92,464,850.52","3,862,358.00","23.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VSCO","VICTORIA S SECRET","Consumer Discretionary","Equity","92,101,334.32","0.13","92,101,334.32","1,726,037.00","53.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STNE","STONECO LTD CLASS A","Financials","Equity","92,044,058.47","0.13","92,044,058.47","6,265,763.00","14.69","Brazil","NASDAQ","USD","1.00","USD","-"
"IESC","IES INC","Industrials","Equity","91,871,325.98","0.13","91,871,325.98","225,778.00","406.91","United States","NASDAQ","USD","1.00","USD","-"
"MARA","MARA HOLDINGS INC","Information Technology","Equity","91,769,374.80","0.13","91,769,374.80","9,260,280.00","9.91","United States","NASDAQ","USD","1.00","USD","-"
"GLNG","GOLAR LNG LTD","Energy","Equity","91,667,314.20","0.13","91,667,314.20","2,415,476.00","37.95","Norway","NASDAQ","USD","1.00","USD","-"
"LGND","LIGAND PHARMACEUTICALS INC","Health Care","Equity","91,647,088.14","0.13","91,647,088.14","482,074.00","190.11","United States","NASDAQ","USD","1.00","USD","-"
"INDB","INDEPENDENT BANK CORP","Financials","Equity","91,615,655.69","0.13","91,615,655.69","1,251,751.00","73.19","United States","NASDAQ","USD","1.00","USD","-"
"NE","NOBLE CORPORATION PLC","Energy","Equity","91,218,224.00","0.12","91,218,224.00","3,145,456.00","29.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KBH","KB HOME","Consumer Discretionary","Equity","89,830,177.45","0.12","89,830,177.45","1,574,035.00","57.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NHI","NATIONAL HEALTH INVESTORS REIT INC","Real Estate","Equity","89,809,522.90","0.12","89,809,522.90","1,168,634.00","76.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PATK","PATRICK INDUSTRIES INC","Consumer Discretionary","Equity","89,672,583.33","0.12","89,672,583.33","812,031.00","110.43","United States","NASDAQ","USD","1.00","USD","-"
"VRRM","VERRA MOBILITY CORP CLASS A","Industrials","Equity","89,322,679.60","0.12","89,322,679.60","4,000,120.00","22.33","United States","NASDAQ","USD","1.00","USD","-"
"CBT","CABOT CORP","Materials","Equity","89,308,521.45","0.12","89,308,521.45","1,331,969.00","67.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TEX","TEREX CORP","Industrials","Equity","88,687,118.42","0.12","88,687,118.42","1,611,614.00","55.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PII","POLARIS INC","Consumer Discretionary","Equity","88,267,822.80","0.12","88,267,822.80","1,327,735.00","66.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPO","EXPONENT INC","Industrials","Equity","87,835,656.80","0.12","87,835,656.80","1,252,112.00","70.15","United States","NASDAQ","USD","1.00","USD","-"
"GNW","GENWORTH FINANCIAL INC","Financials","Equity","87,730,869.72","0.12","87,730,869.72","9,780,476.00","8.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OUT","OUTFRONT MEDIA INC","Real Estate","Equity","87,618,313.36","0.12","87,618,313.36","3,695,416.00","23.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRRK","SCHOLAR ROCK HOLDING CORP","Health Care","Equity","87,440,528.40","0.12","87,440,528.40","2,043,003.00","42.80","United States","NASDAQ","USD","1.00","USD","-"
"GHC","GRAHAM HOLDINGS COMPANY CLASS B","Consumer Discretionary","Equity","87,194,990.22","0.12","87,194,990.22","80,197.00","1,087.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KFY","KORN FERRY","Industrials","Equity","87,132,426.87","0.12","87,132,426.87","1,312,433.00","66.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MYRG","MYR GROUP INC","Industrials","Equity","86,962,536.96","0.12","86,962,536.96","383,568.00","226.72","United States","NASDAQ","USD","1.00","USD","-"
"FULT","FULTON FINANCIAL CORP","Financials","Equity","86,759,274.03","0.12","86,759,274.03","4,456,049.00","19.47","United States","NASDAQ","USD","1.00","USD","-"
"RNST","RENASANT CORP","Financials","Equity","86,523,438.06","0.12","86,523,438.06","2,446,238.00","35.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLMR","PALOMAR HOLDINGS INC","Financials","Equity","86,493,429.36","0.12","86,493,429.36","656,148.00","131.82","United States","NASDAQ","USD","1.00","USD","-"
"CALM","CAL MAINE FOODS INC","Consumer Staples","Equity","86,379,932.94","0.12","86,379,932.94","1,100,802.00","78.47","United States","NASDAQ","USD","1.00","USD","-"
"ASO","ACADEMY SPORTS AND OUTDOORS INC","Consumer Discretionary","Equity","86,270,076.20","0.12","86,270,076.20","1,654,268.00","52.15","United States","NASDAQ","USD","1.00","USD","-"
"WAY","WAYSTAR HOLDING CORP","Health Care","Equity","85,962,207.16","0.12","85,962,207.16","2,740,268.00","31.37","United States","NASDAQ","USD","1.00","USD","-"
"SIG","SIGNET JEWELERS LTD","Consumer Discretionary","Equity","85,706,488.54","0.12","85,706,488.54","995,314.00","86.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TERN","TERNS PHARMACEUTICALS INC","Health Care","Equity","85,619,969.19","0.12","85,619,969.19","2,134,629.00","40.11","United States","NASDAQ","USD","1.00","USD","-"
"ALHC","ALIGNMENT HEALTHCARE INC","Health Care","Equity","85,100,682.36","0.12","85,100,682.36","4,208,738.00","20.22","United States","NASDAQ","USD","1.00","USD","-"
"DORM","DORMAN PRODUCTS INC","Consumer Discretionary","Equity","84,831,781.60","0.12","84,831,781.60","683,576.00","124.10","United States","NASDAQ","USD","1.00","USD","-"
"CRC","CALIFORNIA RESOURCES CORP","Energy","Equity","84,578,897.46","0.12","84,578,897.46","1,823,214.00","46.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLG","SL GREEN REALTY REIT CORP","Real Estate","Equity","84,339,032.96","0.12","84,339,032.96","1,795,976.00","46.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KTB","KONTOOR BRANDS INC","Consumer Discretionary","Equity","84,006,478.50","0.11","84,006,478.50","1,365,959.00","61.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XENE","XENON PHARMACEUTICALS INC","Health Care","Equity","83,852,616.48","0.11","83,852,616.48","1,884,752.00","44.49","United States","NASDAQ","USD","1.00","USD","-"
